"ID","Feature","Value","Source","Comment","Glottocode","PoS","Function","Level"
"GB140","Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?","0","Bulatova (1999:16-18); Nedjalkov (1997:96-97)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","non-verbal predication","clause"
"GB146","Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?","0","Nedjalkov (1997:146-147)","S is always in the nominative case.","Evenki [evn] [sibe1251]-Table 1.tsv","noun","argument marking (core)","multiple"
"GB147","Is there a morphological passive marked on the lexical verb?","1","Nedjalkov (1997:302); Bulatova (1999:9, 28)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","valency","word"
"GB148","Is there a morphological antipassive marked on the lexical verb?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","valency","word"
"GB149","Is there a morphologically marked inverse on verbs?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","argument marking (core)","word"
"GB150","Is there clause chaining?","1","Nedjalkov (1997:45, 73)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","verb complex","clause"
"GB151","Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","argument marking (core)","clause"
"GB152","Is there a morphologically marked distinction between simultaneous and sequential clauses?","1","Nedjalkov (1997:24-25, 44-51)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","clause"
"GB155","Are causatives formed by affixes or clitics on verbs?","1","Nedjalkov (1997:229, 302)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","valency","word"
"GB156","Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?","0","Nedjalkov (1997:229)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","valency","word"
"GB158","Are verbs reduplicated?","0","Nedjalkov (1997:322)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME+","word"
"GB159","Are nouns reduplicated?","0","Nedjalkov (1997:322)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","number","word"
"GB160","Are elements apart from verbs or nouns reduplicated?","1","Nedjalkov (1997:16, 324)","Most ideophones are formed by reduplication. The questioned element in the question can be reduplicated as an answer.","Evenki [evn] [sibe1251]-Table 1.tsv","adjective","other","word"
"GB165","Is there productive morphological trial marking on nouns?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","number","word"
"GB166","Is there productive morphological paucal marking on nouns?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","number","word"
"GB167","Is there a logophoric pronoun?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","deixis","clause"
"GB170","Can an adnominal property word agree with the noun in gender/noun class?","0","Bulatova (1999:18, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","adjective","class agreement","NP"
"GB171","Can an adnominal demonstrative agree with the noun in gender/noun class?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","demonstrative","class agreement","NP"
"GB172","Can an article agree with the noun in gender/noun class?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","class agreement","NP"
"GB177","Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","argument marking (core)","word"
"GB184","Can an adnominal property word agree with the noun in number?","1","Bulatova (1999:18, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","adjective","number","NP"
"GB185","Can an adnominal demonstrative agree with the noun in number?","1","Nedjalkov (1997:213, 294)","","Evenki [evn] [sibe1251]-Table 1.tsv","demonstrative","number","NP"
"GB186","Can an article agree with the noun in number?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","article","number","NP"
"GB187","Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?","1","Nedjalkov (1997:298); Bulatova (1999:25)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","denominal derivation","word"
"GB188","Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?","1","Nedjalkov (1997:298)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","denominal derivation","word"
"GB192","Is there a gender system where a noun's phonological properties are a factor in class assignment?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","class agreement","clause"
"GB196","Is there a male/female distinction in 2nd person independent pronouns?","0","Bulatova (1999:21)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","deixis","word"
"GB197","Is there a male/female distinction in 1st person independent pronouns?","0","Bulatova (1999:21)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","deixis","word"
"GB198","Can an adnominal numeral agree with the noun in gender/noun class?","0","Bulatova (1999:32, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","numeral","class agreement","NP"
"GB204","Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?","1","Nedjalkov (1997:84, 167, 85, 284)","","Evenki [evn] [sibe1251]-Table 1.tsv","other","quantification","multiple"
"GB250","Can predicative possession be expressed with a transitive 'habeo' verb?","0","Nedjalkov (1997:123-124)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","non-verbal predication","clause"
"GB252","Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?","0","Nedjalkov (1997:123-124)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB253","Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?","1","Nedjalkov (1997:123-124); Bulatova (1999:9)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB254","Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?","1","Nedjalkov (1997:123-124); Bulatova (1999:14-15)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB256","Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?","0","Nedjalkov (1997:123-124)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB257","Can polar interrogation be marked by intonation only?","1","Nedjalkov (1997:3-4, 289, 318)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","interrogation","clause"
"GB260","Can polar interrogation be indicated by a special word order?","0","Nedjalkov (1997:4)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","interrogation","clause"
"GB262","Is there a clause-initial polar interrogative particle?","0","Nedjalkov (1997:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","interrogation","clause"
"GB263","Is there a clause-final polar interrogative particle?","1","Nedjalkov (1997:6, 289)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","interrogation","clause"
"GB264","Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?","0","Nedjalkov (1997:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","word order","clause"
"GB265","Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?","0","Nedjalkov (1997:285); Bulatova (1999:20)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","non-verbal predication","clause"
"GB266","Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?","1","Nedjalkov (1997:285); Bulatova (1999:11, 20)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB270","Can comparatives be expressed using two conjoined clauses?","0","Nedjalkov (1997:285); Bulatova (1999:20)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB273","Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?","0","Nedjalkov (1997:285); Bulatova (1999:20)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","non-verbal predication","clause"
"GB275","Is there a bound comparative degree marker on the property word in a comparative construction?","1","Nedjalkov (1997:285); Bulatova (1999:20)","","Evenki [evn] [sibe1251]-Table 1.tsv","adjective","non-verbal predication","word"
"GB276","Is there a non-bound comparative degree marker modifying the property word in a comparative construction?","0","Nedjalkov (1997:285); Bulatova (1999:20)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","non-verbal predication","clause"
"GB285","Can polar interrogation be marked by a question particle and verbal morphology?","0","Nedjalkov (1997:3-6)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","interrogation","clause"
"GB286","Can polar interrogation be indicated by overt verbal morphology only?","0","Nedjalkov (1997:3-6)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","interrogation","clause"
"GB291","Can polar interrogation be marked by tone?","0","Nedjalkov (1997:3-6)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","interrogation","clause"
"GB296","Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?","0","Nedjalkov (1997:324)","There is only a small number of ideophones. The only characteristics seems to be sound.","Evenki [evn] [sibe1251]-Table 1.tsv","other","other","word"
"GB297","Can polar interrogation be indicated by a V-not-V construction?","0","Nedjalkov (1997:3-6)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","interrogation","clause"
"GB298","Can standard negation be marked by an inflecting word (""auxiliary verb"")?","1","Nedjalkov (1997:96-97)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","negation","clause"
"GB299","Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?","0","Nedjalkov (1997:96-97)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","negation","clause"
"GB300","Does the verb for 'give' have suppletive verb forms?","0","Nedjalkov (1997:1-325)","Not mentioned.","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME+","word"
"GB301","Is there an inclusory construction?","0","Bulatova (1999:12, 56)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","deixis","clause"
"GB302","Is there a phonologically free passive marker ('particle' or 'auxiliary')?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","valency","clause"
"GB303","Is there a phonologically free antipassive marker ('particle' or 'auxiliary')?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","valency","clause"
"GB304","Can the agent be expressed overtly in a passive clause?","1","Bulatova (1999:9, 28); Nedjalkov (1997:152, 218, 225)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","valency","clause"
"GB305","Is there a phonologically independent reflexive pronoun?","1","Bulatova (1999:22-23); Nedjalkov (1997:202)","“[…] personal relfexive pronouns are formed from the base plus the personal possessive endings”","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","valency","word"
"GB306","Is there a phonologically independent non-bipartite reciprocal pronoun?","?","Nedjalkov (1997:324)","It is not clear, whether it is non-compositional","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","valency","word"
"GB309","Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?","1","Nedjalkov (1997:235); Bulatova (1999:34-35)","both past and future tenses distinguish different degrees of remoteness","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","clause"
"GB312","Is there overt morphological marking on the verb dedicated to mood?","1","Nedjalkov (1997:302); Bulatova (1999:36-38)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","word"
"GB313","Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?","0","Nedjalkov (1997:200, 207); Oskolskaya (p.c.)","identical with the oblique stem","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","possession","word"
"GB314","Can augmentative meaning be expressed productively by a shift of gender/noun class?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","class agreement","word"
"GB315","Can diminutive meaning be expressed productively by a shift of gender/noun class?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","class agreement","word"
"GB316","Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","number","NP"
"GB317","Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","number","NP"
"GB318","Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","number","NP"
"GB319","Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","number","NP"
"GB320","Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Bulatova (1999:6)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","number","NP"
"GB321","Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","class agreement","word"
"GB322","Is there grammatical marking of direct evidence (perceived with the senses)?","0","Bulatova (1999:38-39)","marking of evidentiality conveys the meaning of speaker’s certainty about the event taking place","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","clause"
"GB323","Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?","0","Bulatova (1999:38-39)","marking of evidentiality conveys the meaning of speaker’s certainty about the event taking place","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","clause"
"GB324","Is there an interrogative verb for content interrogatives (who?, what?, etc.)?","1","Bulatova (1999:25-26)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","interrogation","clause"
"GB325","Is there a count/mass distinction in interrogative quantifiers?","0","Bulatova (1999:24-25)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","quantification","word"
"GB326","Do (nominal) content interrogatives normally or frequently occur in situ?","0","Bulatova (1999:24)","clause-initially","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB327","Can the relative clause follow the noun?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB328","Can the relative clause precede the noun?","1","Nedjalkov (1997:24-25); Bulatova (1999:40-41)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB329","Are there internally-headed relative clauses?","1","Brodskaya (1988:55); Malchukov (not published:12)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB330","Are there correlative relative clauses?","0","Brodskaya (1988:55)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB331","Are there adjoined relative clauses?","0","Brodskaya (1988:55)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB333","Is there a decimal numeral system?","1","Nedjalkov (1997:281); Bulatova (1999:26)","","Evenki [evn] [sibe1251]-Table 1.tsv","other","quantification","word"
"GB334","Is there synchronic evidence for any element of a quinary numeral system?","0","Nedjalkov (1997:281); Bulatova (1999:26)","","Evenki [evn] [sibe1251]-Table 1.tsv","other","quantification","word"
"GB335","Is there synchronic evidence for any element of a vigesimal numeral system?","0","Nedjalkov (1997:281); Bulatova (1999:26)","","Evenki [evn] [sibe1251]-Table 1.tsv","other","quantification","word"
"GB336","Is there a body-part tallying system?","0","Nedjalkov (1997:281); Bulatova (1999:26)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","quantification","word"
"GB400","Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?","0","Nedjalkov (1997:274)","Not mentioned.","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","clause"
"GB401","Is there a class of patient-labile verbs?","0","Nedjalkov (1997:228)","Probably not, there are productive anticausative suffixes.","Evenki [evn] [sibe1251]-Table 1.tsv","verb","valency","clause"
"GB402","Does the verb for 'see' have suppletive verb forms?","0","Nedjalkov (1997:1-325)","Not mentioned.","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME+","word"
"GB403","Does the verb for 'come' have suppletive verb forms?","0","Nedjalkov (1997:1-325)","Not mentioned.","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME+","word"
"GB408","Is there any accusative alignment of flagging?","1","Nedjalkov (1997:142)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB409","Is there any ergative alignment of flagging?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB410","Is there any neutral alignment of flagging?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB415","Is there a politeness distinction in 2nd person forms?","0","Bulatova (1999:21)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","deixis","word"
"GB421","Is there a preposed complementizer in complements of verbs of thinking and/or knowing?","0","Nedjalkov (1997:299); Bulatova (1999:16)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB422","Is there a postposed complementizer in complements of verbs of thinking and/or knowing?","0","Nedjalkov (1997:299); Bulatova (1999:16)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"GB430","Can adnominal possession be marked by a prefix on the possessor?","0","Nedjalkov (1997:143-145)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","possession","word"
"GB431","Can adnominal possession be marked by a prefix on the possessed noun?","0","Nedjalkov (1997:143-145)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","possession","word"
"GB432","Can adnominal possession be marked by a suffix on the possessor?","1","Nedjalkov (1997:143-145); Bulatova (1999:57)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","possession","word"
"GB433","Can adnominal possession be marked by a suffix on the possessed noun?","1","Nedjalkov (1997:143-145); Bulatova (1999:13, 29, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","possession","word"
"GB519","Can mood be marked by a non-inflecting word (""auxiliary particle"")?","0","Bulatova (1999:36-38)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","TAME","clause"
"GB520","Can aspect be marked by a non-inflecting word (""auxiliary particle"")?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","TAME","clause"
"GB521","Can tense be marked by a non-inflecting word (""auxiliary particle"")?","0","Nedjalkov (1997:235)","","Evenki [evn] [sibe1251]-Table 1.tsv","particle","TAME","clause"
"GB522","Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?","0","Nedjalkov (1997:31, 121, 123)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","argument marking (core)","clause"
"TE003","Is there palatal vowel harmony?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE004","Is there tongue root vowel harmony?","1","Bulatova (1999:4), Nedjalkov (1997:311)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE005","Is there an initial velar nasal?","1","Nedjalkov (1997:311)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE006","Is there an initial r-?","0","Nedjalkov (1997:313); Bulatova (1999:5); ","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE007","Are there initial consonant clusters in native words?","0","Bulatova (1999:5), Nedjalkov (1997:312)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE008","Is there a voicing distinction in stops?","1","Nedjalkov (1997:309); Boldyrev (2000)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE018","Is there a mi-ti opposition in 1 vs. 2 SG personal pronouns?","1","Nedjalkov (1997:200-201)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","phonological distinctiveness","phonological shape"
"TE019","Is the secondary oblique stem of personal pronouns formed with a dental nasal?","1","Nedjalkov (1997:200-201)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","phonological distinctiveness","phonological shape"
"TE027","Can 1PL marker be augmented by a collective plural marker?","0","Nedjalkov (1997:196-197)","","Evenki [evn] [sibe1251]-Table 1.tsv","pronoun","deixis","word"
"TE031","Is there a non-initial velar nasal?","1","Nedjalkov (1997:312); Bulatova (1999:4)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE037","Is there a voicing distinction in fricatives?","0","Nedjalkov (1997:309)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE038","Are there two separate liquid phonemes (r/l)?","1","Nedjalkov (1997:309)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE039","Is there vowel length distinction?","1","Bulatova (1999:5), Nedjalkov (1997:311)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE050","Do cardinal numerals require agreement on noun phrases?","0","Bulatova (1999:32, 57); Bulatova (1999:8, 11-12)","","Evenki [evn] [sibe1251]-Table 1.tsv","noun","number","NP"
"TE052","Are accusative-marked objects specific while unmarked objects are non-specific?","0","Nedjalkov (1997:142)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","argument marking (core)","word"
"TE053","Are recipient and location expressed by the same marker?","0","Nedjalkov (1997:142)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","argument marking (non-core)","word"
"TE054","Is there a distinction between marking of interrogation in polar and content questions?","1","Nedjalkov (1997:3-8)","","Evenki [evn] [sibe1251]-Table 1.tsv","multiple","interrogation","clause"
"TE059","Are causative and passive expressed by a formally identical marker?","1","Nedjalkov (1997:302, 322, 229, 218)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","valency","word"
"TE066","Is imperative form for 2SG identical to bare verb root?","0","Nedjalkov (1997:18, 262)","","Evenki [evn] [sibe1251]-Table 1.tsv","verb","TAME","word"
"TE078","Are there three laryngeal contrasts for stops?","0","Nedjalkov (1997:309)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TS001","Can numeral precede the noun?","1","Nedjalkov (1997:282)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS002","Can numeral follow the noun?","0","Nedjalkov (1997:282)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS003","Can demonstrative precede the noun?","1","Bulatova (1999:57)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS004","Can demonstrative follow the noun?","0","Bulatova (1999:57)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS005","Can adnominal possessor precede the possessed noun?","1","Bulatova (1999:13-14, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS006","Can adnominal possessor follow the possessed noun?","1","Bulatova (1999:13-14, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS007","Can adnominal property word precede the noun?","1","Nedjalkov (1997:299); Bulatova (1999:18, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS008","Can adnominal property word follow the noun?","0","Nedjalkov (1997:299); Bulatova (1999:18, 57)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS009","Can adnominal collective universal quantifier (‘all’) precede the noun?","1","Nedjalkov (1997:84, 167)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS010","Can adnominal collective universal quantifier (‘all’) follow the noun?","0","Nedjalkov (1997:1-325)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","NP"
"TS079","Is there height vowel harmony?","1","Bulatova (1999:4), Nedjalkov (1997:314-315)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TS080","Is there labial vowel harmony?","1","Nedjalkov (1997:315)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TS086","Is the pragmatically unmarked order of SV in intransitive clauses?","1","Bulatova (1999:41, 54)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"TS087","Is the pragmatically unmarked order of VS in intransitive clauses?","0","Bulatova (1999:41, 54)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","word order","clause"
"TS088","Is there an aspiration distinction in stops?","0","Nedjalkov (1997:309); Boldyrev (2000)","","Evenki [evn] [sibe1251]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"GB020","Are there definite or specific articles?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","article","deixis","NP"
"GB021","Do indefinite nominals commonly have indefinite articles?","0","Pokrovskaja (1964:125)","they are not obligatory, but possible","Gagauz [gag] [gaga1249]-Table 1.tsv","article","deixis","NP"
"GB022","Are there prenominal articles?","1","Pokrovskaja (1964:125)","an indefinite article","Gagauz [gag] [gaga1249]-Table 1.tsv","article","deixis","NP"
"GB023","Are there postnominal articles?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","article","deixis","NP"
"GB026","Can adnominal property words occur discontinuously?","?","Pokrovskaja (1964)","Not mentioned.","Gagauz [gag] [gaga1249]-Table 1.tsv","not assignable","word order","NP"
"GB027","Are nominal conjunction and comitative expressed by different elements?","0","Pokrovskaja (1964:270-271)","","Gagauz [gag] [gaga1249]-Table 1.tsv","multiple","argument marking (non-core)","NP"
"GB028","Is there an inclusive/exclusive distinction?","0","Pokrovskaja (1964:127-128)","","Gagauz [gag] [gaga1249]-Table 1.tsv","pronoun","deixis","word"
"GB030","Is there a gender distinction in independent 3rd person pronouns?","0","Pokrovskaja (1964:127-128)","","Gagauz [gag] [gaga1249]-Table 1.tsv","pronoun","deixis","word"
"GB031","Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?","0","Pokrovskaja (1964:127-128)","","Gagauz [gag] [gaga1249]-Table 1.tsv","pronoun","deixis","word"
"GB035","Are there three or more distance contrasts in demonstratives?","0","Pokrovskaja (1964:131-132)","","Gagauz [gag] [gaga1249]-Table 1.tsv","demonstrative","deixis","word"
"GB036","Do demonstratives show an elevation distinction?","0","Pokrovskaja (1964:131-138)","","Gagauz [gag] [gaga1249]-Table 1.tsv","demonstrative","deixis","word"
"GB037","Do demonstratives show a visible-nonvisible distinction?","0","Pokrovskaja (1964:131-138)","","Gagauz [gag] [gaga1249]-Table 1.tsv","demonstrative","deixis","word"
"GB038","Are there demonstrative classifiers?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","deixis","word"
"GB039","Is there nonphonological allomorphy of noun number markers?","0","Pokrovskaja (1964:108-109)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","number","word"
"GB041","Are there several nouns (more than three) which are suppletive for number?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","number","word"
"GB042","Is there productive overt morphological singular marking on nouns?","0","Pokrovskaja (1964:108-109)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","number","word"
"GB043","Is there productive morphological dual marking on nouns?","0","Pokrovskaja (1964:108-109)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","number","word"
"GB044","Is there productive morphological plural marking on nouns?","1","Pokrovskaja (1964:108)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","number","word"
"GB046","Is there an associative plural marker for nouns?","1","Pokrovskaja (1964:108)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","number","word"
